step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,customer_tx_count,merchant_tx_count,risk_score,risk_score_scaled,cost
110,C476313806,5,F,M348934600,es_transportation,5.29,0,-1.2482107071282604,4,6913,3.04203456486125e-39,3.04203456486125e-39,1.001
134,C719205737,3,F,M1823072687,es_transportation,14.34,0,-0.7287714464367155,8,10103,2.5808722635535187e-56,2.5808722635535187e-56,1.001
32,C1940951230,2,F,M1823072687,es_transportation,57.42,0,1.7438742276618209,10,10103,1.0573895210568124e-55,1.0573895210568124e-55,1.001
26,C608244416,1,F,M348934600,es_transportation,36.19,0,0.525344337663865,6,6913,7.919290012380185e-39,7.919290012380185e-39,1.001
118,C481108455,3,M,M1823072687,es_transportation,47.54,0,1.1767957861554712,5,10103,1.1878985450174284e-55,1.1878985450174284e-55,1.001
33,C1729635847,5,F,M348934600,es_transportation,13.89,0,-0.7545999179628144,5,6913,3.803321727227753e-39,3.803321727227753e-39,1.001
8,C1426420214,1,M,M1823072687,es_transportation,25.97,0,-0.0612489489955369,4,10103,5.862191681325055e-56,5.862191681325055e-56,1.001
172,C1701338775,5,F,M1823072687,es_transportation,18.33,0,-0.4997589989053052,5,10103,4.0037204841769333e-56,4.0037204841769333e-56,1.001
43,C1575367607,3,F,M348934600,es_transportation,72.91,0,2.6329476141935366,4,6913,3.771865206360742e-38,3.771865206360742e-38,1.001
41,C374053775,3,M,M348934600,es_transportation,30.64,0,0.2067931888419786,8,6913,5.306698985940875e-39,5.306698985940875e-39,1.001
171,C1804573810,2,F,M1823072687,es_transportation,6.04,0,-1.205163254584762,6,10103,2.299739226302819e-56,2.299739226302819e-56,1.001
37,C1085689043,2,M,M348934600,es_transportation,14.97,0,-0.692611586300177,8,6913,2.9610515736627745e-39,2.9610515736627745e-39,1.001
120,C172921013,5,M,M1823072687,es_transportation,8.74,0,-1.0501924254281687,9,10103,1.901762765577252e-56,1.901762765577252e-56,1.001
134,C1374011975,2,M,M1823072687,es_transportation,55.62,0,1.6405603415574248,6,10103,1.4566997652139598e-55,1.4566997652139598e-55,1.001
87,C811312110,3,F,M348934600,es_transportation,23.13,0,-0.2242553026269167,9,6913,3.641918676931586e-39,3.641918676931586e-39,1.001
143,C722447556,2,F,M348934600,es_transportation,29.02,0,0.1138106913480224,7,6913,5.504143148184988e-39,5.504143148184988e-39,1.001
93,C458379262,5,F,M1823072687,es_transportation,39.6,0,0.7210667552283037,12,10103,4.487159949793175e-56,4.487159949793175e-56,1.001
160,C869954068,3,F,M1823072687,es_transportation,7.69,0,-1.110458858989066,8,10103,2.0148295402972235e-56,2.0148295402972235e-56,1.001
89,C1913473991,2,M,M348934600,es_transportation,19.5,0,-0.4326049729374479,6,6913,4.254168801183335e-39,4.254168801183335e-39,1.001
144,C72452640,2,F,M1823072687,es_transportation,3.83,0,-1.3320097480796034,14,10103,9.760291886759786e-57,9.760291886759786e-57,1.001
40,C326482046,3,M,M1823072687,es_transportation,22.56,0,-0.2569713665599754,8,10103,3.5049438767204794e-56,3.5049438767204794e-56,1.001
33,C1225533078,2,F,M348934600,es_transportation,26.93,0,-0.0061482097398592,6,6913,5.6099016732655663e-39,5.6099016732655663e-39,1.001
46,C935791733,3,U,M1823072687,es_transportation,9.16,0,-1.0260858520038096,6,10103,2.5830208643780403e-56,2.5830208643780403e-56,1.001
7,C210563051,3,M,M151143676,es_barsandrestaurants,102.37,0,1.3587969363680492,4,196,0.026397524940850015,0.026397524940850015,0.97460247505915
53,C1577880868,2,F,M1823072687,es_transportation,14.33,0,-0.7293454124706288,10,10103,2.125614974448672e-56,2.125614974448672e-56,1.001
165,C65424442,3,F,M348934600,es_transportation,43.61,0,0.9512271348275406,2,6913,1.5378200104541344e-38,1.5378200104541344e-38,1.001
74,C1999090638,2,F,M348934600,es_transportation,19.97,0,-0.4056285693435225,6,6913,4.3292678451276186e-39,4.3292678451276186e-39,1.001
166,C1950237952,4,F,M1600850729,es_fashion,77.77,0,0.396992945054934,4,101,0.04020290532623737,0.04020290532623737,0.9607970946737626
6,C2113973089,2,F,M348934600,es_transportation,9.63,0,-0.9991094484098842,6,6913,2.945915129969105e-39,2.945915129969105e-39,1.001
29,C662948645,6,F,M85975013,es_food,24.01,0,-0.5067194048833328,5,915,5.530194774898606e-07,5.530194774898606e-07,1.0009994469805223
86,C1427539236,2,F,M1823072687,es_transportation,43.21,0,0.9282684934710084,6,10103,9.177082609139872e-56,9.177082609139872e-56,1.001
160,C26045684,4,F,M348934600,es_transportation,29.61,0,0.1476746873489076,5,6913,6.828888615331764e-39,6.828888615331764e-39,1.001
46,C1174105749,5,M,M348934600,es_transportation,0.61,0,-1.5168268109996892,4,6913,2.5555840123295992e-39,2.5555840123295992e-39,1.001
134,C625569664,4,F,M1823072687,es_transportation,43.86,0,0.9655762856753732,6,10103,9.401884601330375e-56,9.401884601330375e-56,1.001
54,C1494778598,3,M,M348934600,es_transportation,7.34,0,-1.130547670176032,6,6913,2.705152311313927e-39,2.705152311313927e-39,1.001
20,C1679033854,2,F,M1823072687,es_transportation,13.36,0,-0.7850201177602198,4,10103,3.6657316974874696e-56,3.6657316974874696e-56,1.001
116,C1040405455,6,F,M1823072687,es_transportation,7.12,0,-1.1431749229221246,9,10103,1.790447125813239e-56,1.790447125813239e-56,1.001
45,C1928450094,2,M,M1823072687,es_transportation,21.45,0,-0.3206815963243526,9,10103,3.052619298888885e-56,3.052619298888885e-56,1.001
38,C404536294,3,F,M348934600,es_transportation,2.52,0,-1.407199298522247,10,6913,1.5346649115496896e-39,1.5346649115496896e-39,1.001
178,C908162687,6,F,M348934600,es_transportation,31.02,0,0.2286038981306842,3,6913,8.735131643163387e-39,8.735131643163387e-39,1.001
67,C1297358265,3,M,M348934600,es_transportation,29.65,0,0.1499705514845608,8,6913,5.1146567841518975e-39,5.1146567841518975e-39,1.001
122,C1040980271,3,M,M1823072687,es_transportation,3.91,0,-1.327418019808297,3,10103,2.840648833575797e-56,2.840648833575797e-56,1.001
137,C1940951230,2,F,M1823072687,es_transportation,35.0,0,0.4570423796281814,10,10103,4.588929166258934e-56,4.588929166258934e-56,1.001
116,C1216919532,4,M,M348934600,es_transportation,47.88,0,1.196310631308524,6,6913,1.2237973420751133e-38,1.2237973420751133e-38,1.001
105,C279066833,2,F,M1823072687,es_transportation,37.32,0,0.5902024994960692,9,10103,5.5116934932155175e-56,5.5116934932155175e-56,1.001
80,C1940215857,5,M,M348934600,es_transportation,41.66,0,0.8393037582144451,5,6913,1.0695334275043911e-38,1.0695334275043911e-38,1.001
76,C1806072501,5,M,M1823072687,es_transportation,77.73,0,2.9095992425397523,6,10103,3.318036089927757e-55,3.318036089927757e-55,1.001
91,C1731249040,1,F,M1823072687,es_transportation,35.2,0,0.4685217003064477,10,10103,4.623227714707901e-56,4.623227714707901e-56,1.001
163,C1476138873,5,F,M1823072687,es_transportation,45.16,0,1.0401918700841033,7,10103,8.957263710277172e-56,8.957263710277172e-56,1.001
28,C1107580024,4,F,M1823072687,es_transportation,33.11,0,0.3485627992185659,5,10103,6.941466622014846e-56,6.941466622014846e-56,1.001
69,C87697988,6,F,M348934600,es_transportation,49.29,0,1.2772398420903002,4,6913,1.5654129814885294e-38,1.5654129814885294e-38,1.001
49,C483009385,3,F,M1823072687,es_transportation,31.57,0,0.2601720299959163,6,10103,5.9496287313985065e-56,5.9496287313985065e-56,1.001
52,C2108669396,5,M,M348934600,es_transportation,57.78,0,1.7645370048826998,10,6913,1.2010156232425582e-38,1.2010156232425582e-38,1.001
111,C1293579037,2,F,M1823072687,es_transportation,20.13,0,-0.3964451128009095,6,10103,3.8860557004003647e-56,3.8860557004003647e-56,1.001
160,C1911908507,2,M,M1823072687,es_transportation,20.33,0,-0.3849657921226433,3,10103,5.235079380585882e-56,5.235079380585882e-56,1.001
41,C899813705,4,M,M348934600,es_transportation,21.61,0,-0.3114981397817397,9,6913,3.4415364169406946e-39,3.4415364169406946e-39,1.001
145,C354098761,2,F,M1823072687,es_transportation,29.97,0,0.1683374645697867,8,10103,4.618470841781754e-56,4.618470841781754e-56,1.001
103,C171345183,3,F,M855959430,es_hyper,4.18,0,-0.9815038022200326,3,220,0.0021683657698245663,0.0021683657698245663,0.9988316342301754
144,C914285365,4,M,M1823072687,es_transportation,4.85,0,-1.2734652126204462,6,10103,2.2000710403492616e-56,2.2000710403492616e-56,1.001
37,C1202857292,3,F,M1823072687,es_transportation,27.11,0,0.0041831788705803,5,10103,5.551793630039614e-56,5.551793630039614e-56,1.001
166,C1857263556,1,F,M1823072687,es_transportation,13.36,0,-0.7850201177602198,6,10103,3.0202330940643525e-56,3.0202330940643525e-56,1.001
83,C1014347664,6,M,M348934600,es_transportation,23.8,0,-0.1857995783547249,6,6913,4.9928007121232526e-39,4.9928007121232526e-39,1.001
82,C2005093875,5,F,M1823072687,es_transportation,31.35,0,0.2475447772498235,9,10103,4.413185905776958e-56,4.413185905776958e-56,1.001
145,C938819633,1,M,M1823072687,es_transportation,37.73,0,0.6137351068865147,15,10103,3.1300694804014724e-56,3.1300694804014724e-56,1.001
113,C345742557,5,F,M85975013,es_food,13.29,0,-0.9200940535882812,7,915,3.31653254563848e-07,3.31653254563848e-07,1.0009996683467455
87,C656075868,1,F,M1823072687,es_transportation,26.31,0,-0.0417341038424844,7,10103,4.43994282955221e-56,4.43994282955221e-56,1.001
92,C1433092877,3,F,M348934600,es_transportation,10.39,0,-0.9554880298324726,7,6913,2.7507369528880645e-39,2.7507369528880645e-39,1.001
155,C1394454342,1,M,M1823072687,es_transportation,57.9,0,1.7714245972896594,7,10103,1.4393842805507838e-55,1.4393842805507838e-55,1.001
0,C1022153336,5,F,M348934600,es_transportation,11.37,0,-0.8992393585089684,5,6913,3.462705332325401e-39,3.462705332325401e-39,1.001
70,C1815981756,4,F,M1823072687,es_transportation,62.15,0,2.015360161702816,4,10103,2.2546446601147126e-55,2.2546446601147126e-55,1.001
158,C227356089,2,F,M1823072687,es_transportation,44.9,0,1.0252687532023574,4,10103,1.1861826560086523e-55,1.1861826560086523e-55,1.001
87,C261398093,3,F,M1823072687,es_transportation,65.03,0,2.180662379469849,8,10103,1.703751627789775e-55,1.703751627789775e-55,1.001
13,C824676284,2,U,M348934600,es_transportation,4.38,0,-1.3004416162143717,8,6913,1.9962242786771344e-39,1.9962242786771344e-39,1.001
33,C1418322275,1,M,M348934600,es_transportation,83.11,0,3.2183929687851123,8,6913,3.7432274042299474e-38,3.7432274042299474e-38,1.001
46,C47809392,3,M,M348934600,es_transportation,4.75,0,-1.279204872959579,6,6913,2.4564748282377516e-39,2.4564748282377516e-39,1.001
125,C241463462,6,M,M1823072687,es_transportation,26.64,0,-0.0227932247233451,8,10103,4.079935125387443e-56,4.079935125387443e-56,1.001
179,C774836418,4,F,M1823072687,es_transportation,13.73,0,-0.7637833745054273,4,10103,3.7165796700440096e-56,3.7165796700440096e-56,1.001
47,C1702053445,4,F,M348934600,es_transportation,34.24,0,0.41342096105077,5,6913,8.113636150509346e-39,8.113636150509346e-39,1.001
75,C192974759,1,F,M1823072687,es_transportation,58.49,0,1.805288593290545,5,10103,1.7858174582145503e-55,1.7858174582145503e-55,1.001
13,C481773197,4,F,M348934600,es_transportation,38.15,0,0.6378416803108737,10,6913,5.7828022876487516e-39,5.7828022876487516e-39,1.001
113,C778028540,2,F,M1823072687,es_transportation,30.57,0,0.2027754266045854,7,10103,5.203075227242241e-56,5.203075227242241e-56,1.001
158,C1962291095,2,M,M1823072687,es_transportation,52.52,0,1.4626308710442997,8,10103,1.0693599364228473e-55,1.0693599364228473e-55,1.001
179,C486343841,3,M,M1053599405,es_health,33.68,0,-0.6977705156374716,6,225,0.0025877689991519043,0.0025877689991519043,0.9984122310008481
125,C652364872,3,F,M1823072687,es_transportation,26.55,0,-0.0279589190285648,10,10103,3.3502543189815483e-56,3.3502543189815483e-56,1.001
74,C359363895,6,M,M1823072687,es_transportation,22.29,0,-0.2724684494756347,8,10103,3.4698864383077717e-56,3.4698864383077717e-56,1.001
95,C811638781,2,F,M1946091778,es_wellnessandbeauty,55.13,0,-0.1426202542360413,8,175,0.006646314614624243,0.006646314614624243,0.9943536853853757
132,C1638268213,3,M,M1823072687,es_transportation,13.31,0,-0.7878899479297864,8,10103,2.483772226189694e-56,2.483772226189694e-56,1.001
110,C171498975,1,M,M1823072687,es_transportation,32.88,0,0.3353615804385599,10,10103,4.240642749162407e-56,4.240642749162407e-56,1.001
85,C1497367004,4,F,M1823072687,es_transportation,24.81,0,-0.1278290089294808,6,10103,4.625759006379851e-56,4.625759006379851e-56,1.001
137,C1043944424,2,M,M1823072687,es_transportation,57.17,0,1.729525076813988,7,10103,1.4007895972692739e-55,1.4007895972692739e-55,1.001
138,C461156176,5,F,M1823072687,es_transportation,19.1,0,-0.4555636142939802,2,10103,5.509278196679809e-56,5.509278196679809e-56,1.001
22,C1697851479,3,M,M348934600,es_transportation,36.33,0,0.5333798621386514,6,6913,7.960676929065659e-39,7.960676929065659e-39,1.001
145,C980181294,4,F,M348934600,es_transportation,13.13,0,-0.7982213365402259,9,6913,2.5097687155227497e-39,2.5097687155227497e-39,1.001
102,C380564257,3,F,M1823072687,es_transportation,25.78,0,-0.0721543036398896,7,10103,4.353188380207474e-56,4.353188380207474e-56,1.001
164,C1284515419,6,F,M1823072687,es_transportation,10.17,0,-0.9681152825785656,6,10103,2.68200303511085e-56,2.68200303511085e-56,1.001
31,C1005495267,1,M,M1823072687,es_transportation,7.34,0,-1.130547670176032,6,10103,2.413788108913364e-56,2.413788108913364e-56,1.001
85,C1228152586,1,F,M348934600,es_transportation,35.84,0,0.5052555264768995,4,6913,9.487397162193708e-39,9.487397162193708e-39,1.001
94,C1735920391,4,F,M855959430,es_hyper,19.23,0,-0.584862796367554,7,220,0.0021347571346613495,0.0021347571346613495,0.9988652428653386
43,C1059874896,2,M,M1823072687,es_transportation,9.08,0,-1.030677580275116,6,10103,2.575338627440509e-56,2.575338627440509e-56,1.001
102,C71938921,2,M,M348934600,es_transportation,23.01,0,-0.2311428950338763,8,6913,3.994385640613591e-39,3.994385640613591e-39,1.001
179,C1038277619,6,M,M1823072687,es_transportation,11.7,0,-0.8802984793898292,7,10103,2.5771442597028376e-56,2.5771442597028376e-56,1.001
36,C401828466,3,M,M348934600,es_transportation,45.75,0,1.0740558660849888,5,6913,1.2454555965772752e-38,1.2454555965772752e-38,1.001
106,C2094478222,4,F,M348934600,es_transportation,33.79,0,0.3875924895246709,7,6913,6.573837598165103e-39,6.573837598165103e-39,1.001
174,C1772071898,5,F,M348934600,es_transportation,33.63,0,0.3784090329820581,6,6913,7.199327541051452e-39,7.199327541051452e-39,1.001
174,C1338932459,2,M,M980657600,es_sportsandtoys,432.52,1,0.8835558012750968,6,57,0.9136633319274765,0.9136633319274765,0.0873366680725235
116,C1777432937,3,F,M1823072687,es_transportation,2.93,0,-1.3836666911318014,6,10103,2.0482877529322713e-56,2.0482877529322713e-56,1.001
1,C1383337902,2,M,M348934600,es_transportation,6.77,0,-1.1632637341090906,8,6913,2.1820003049059427e-39,2.1820003049059427e-39,1.001
38,C1760986787,2,M,M1823072687,es_transportation,34.77,0,0.4438411608481754,5,10103,7.384020023975403e-56,7.384020023975403e-56,1.001
129,C586110529,3,F,M348934600,es_transportation,12.57,0,-0.8303634344393712,3,6913,4.394802204379876e-39,4.394802204379876e-39,1.001
129,C530444699,5,M,M348934600,es_transportation,32.65,0,0.3221603616585536,2,6913,1.0225536358583742e-38,1.0225536358583742e-38,1.001
145,C332611573,2,F,M348934600,es_transportation,28.66,0,0.0931479141271433,5,6913,6.591569834139438e-39,6.591569834139438e-39,1.001
89,C874212917,2,F,M1823072687,es_transportation,36.87,0,0.56437402796997,6,10103,7.247513503729121e-56,7.247513503729121e-56,1.001
179,C1595099029,2,F,M1823072687,es_transportation,27.36,0,0.018532329718413,3,10103,6.801362783777743e-56,6.801362783777743e-56,1.001
176,C1577104524,2,M,M1600850729,es_fashion,39.64,0,-0.4418629932851964,11,101,0.008788547768756587,0.008788547768756587,0.9922114522312434
142,C2088631865,3,F,M2011752106,es_hotelservices,314.32,1,0.330555119331104,5,10,0.7593870525631458,0.7593870525631458,0.24161294743685424
89,C2082605784,3,M,M1913465890,es_health,285.77,0,0.933388320303216,6,125,0.37266170235400314,0.37266170235400314,0.6283382976459969
145,C1333661820,2,M,M1823072687,es_transportation,16.26,0,-0.61856996792536,7,10103,3.054023347804855e-56,3.054023347804855e-56,1.001
143,C1764447156,3,F,M1823072687,es_transportation,10.2,0,-0.9663933844768255,7,10103,2.4371611591337143e-56,2.4371611591337143e-56,1.001
119,C1461258616,2,F,M1946091778,es_wellnessandbeauty,61.6,0,-0.0283803832451864,6,175,0.009228002702944724,0.009228002702944724,0.9917719972970552
175,C619451848,2,F,M1823072687,es_transportation,53.87,0,1.5401162856225958,6,10103,1.3648130149548893e-55,1.3648130149548893e-55,1.001
26,C628112283,3,M,M348934600,es_transportation,6.32,0,-1.1890922056351896,9,6913,1.947683369935729e-39,1.947683369935729e-39,1.001
151,C1991820533,5,M,M1823072687,es_transportation,26.88,0,-0.0090180399094257,7,10103,4.535175323363533e-56,4.535175323363533e-56,1.001
36,C1927223566,6,M,M348934600,es_transportation,6.98,0,-1.1512104473969111,6,6913,2.6691356577290164e-39,2.6691356577290164e-39,1.001
49,C413242191,4,F,M1823072687,es_transportation,61.43,0,1.9740346072610575,8,10103,1.4900317703543982e-55,1.4900317703543982e-55,1.001
86,C380911997,2,F,M1823072687,es_transportation,9.84,0,-0.9870561616977048,8,10103,2.1827453225341774e-56,2.1827453225341774e-56,1.001
62,C1180936672,2,F,M348934600,es_transportation,29.86,0,0.1620238381967403,7,6913,5.679004721912363e-39,5.679004721912363e-39,1.001
132,C696720817,5,F,M1823072687,es_transportation,22.61,0,-0.2541015363904088,3,10103,5.698887490113685e-56,5.698887490113685e-56,1.001
123,C1558014544,3,M,M1823072687,es_transportation,17.61,0,-0.5410845533470634,9,10103,2.6459471980559455e-56,2.6459471980559455e-56,1.001
3,C1395098424,2,F,M348934600,es_transportation,37.71,0,0.6125871748186882,7,6913,7.606835341682777e-39,7.606835341682777e-39,1.001
78,C1654186046,1,M,M1823072687,es_transportation,22.16,0,-0.2799300079165077,5,10103,4.617357761090911e-56,4.617357761090911e-56,1.001
52,C1456851744,2,M,M1823072687,es_transportation,7.13,0,-1.1426009568882116,10,10103,1.6257849179487458e-56,1.6257849179487458e-56,1.001
155,C312053639,3,M,M1823072687,es_transportation,21.58,0,-0.3132200378834797,4,10103,4.9782331532822355e-56,4.9782331532822355e-56,1.001
174,C495652708,2,M,M1823072687,es_transportation,15.64,0,-0.6541558620279853,12,10103,1.838851401536694e-56,1.838851401536694e-56,1.001
56,C1287167517,2,F,M85975013,es_food,0.13,0,-1.427557708155177,3,915,3.3082075677315593e-07,3.3082075677315593e-07,1.000999669179243
3,C1390331883,2,F,M348934600,es_transportation,34.16,0,0.4088292327794632,9,6913,5.4913804110879324e-39,5.4913804110879324e-39,1.001
71,C1922022324,2,F,M348934600,es_transportation,31.21,0,0.2395092527750372,8,6913,5.420522563797123e-39,5.420522563797123e-39,1.001
148,C897883896,2,F,M1823072687,es_transportation,44.56,0,1.0057539080493052,5,10103,1.063148132750913e-55,1.063148132750913e-55,1.001
141,C472989518,3,M,M1823072687,es_transportation,38.35,0,0.64932100098914,3,10103,1.0240011415255436e-55,1.0240011415255436e-55,1.001
111,C150273597,4,M,M1823072687,es_transportation,20.29,0,-0.3872616562582965,4,10103,4.744783259591949e-56,4.744783259591949e-56,1.001
178,C1153943594,2,M,M1823072687,es_transportation,27.57,0,0.0305856164305926,4,10103,6.222020843385655e-56,6.222020843385655e-56,1.001
102,C115603187,4,M,M348934600,es_transportation,51.67,0,1.413843758161668,7,6913,1.2791821448128882e-38,1.2791821448128882e-38,1.001
118,C344259725,3,M,M348934600,es_transportation,57.34,0,1.7392824993905145,7,6913,1.5798444481333174e-38,1.5798444481333174e-38,1.001
88,C322786133,1,M,M480139044,es_health,56.94,0,-0.5472657176527027,7,100,0.01590482450320813,0.01590482450320813,0.9850951754967918
145,C2089485741,3,M,M1823072687,es_transportation,6.38,0,-1.1856484094317097,4,10103,2.8268091492004418e-56,2.8268091492004418e-56,1.001
27,C359628860,4,F,M1823072687,es_transportation,40.07,0,0.7480431588222292,7,10103,7.4109147991741e-56,7.4109147991741e-56,1.001
107,C295094185,2,M,M348934600,es_transportation,5.17,0,-1.2550982995352202,3,6913,3.3364444025338344e-39,3.3364444025338344e-39,1.001
98,C1784755412,3,F,M1823072687,es_transportation,39.85,0,0.7354159060761365,5,10103,8.92143486941486e-56,8.92143486941486e-56,1.001
2,C809708190,1,F,M348934600,es_transportation,18.93,0,-0.4653210368705066,6,6913,4.1648370609209655e-39,4.1648370609209655e-39,1.001
48,C528877098,6,F,M1823072687,es_transportation,25.67,0,-0.078467930012936,7,10103,4.335396266680117e-56,4.335396266680117e-56,1.001
97,C398651508,4,F,M1823072687,es_transportation,58.28,0,1.7932353065783653,11,10103,9.91016301474802e-56,9.91016301474802e-56,1.001
153,C842993265,2,F,M1823072687,es_transportation,15.88,0,-0.6403806772140659,8,10103,2.733177128492236e-56,2.733177128492236e-56,1.001
33,C1781238594,4,F,M348934600,es_transportation,64.24,0,2.1353190627906975,8,6913,1.854064489989411e-38,1.854064489989411e-38,1.001
106,C1977058282,2,F,M348934600,es_transportation,64.96,0,2.176644617232456,8,6913,1.904438651924635e-38,1.904438651924635e-38,1.001
57,C509860014,6,F,M348934600,es_transportation,33.87,0,0.3921842177959773,10,6913,4.930968452567932e-39,4.930968452567932e-39,1.001
122,C546386486,3,F,M1053599405,es_health,184.91,0,0.2807694929281605,3,225,0.04138827016404111,0.04138827016404111,0.9596117298359589
95,C2109595609,6,M,M117188757,es_home,143.74,0,-0.2260459713794541,6,2,0.18661965148288834,0.18661965148288834,0.8143803485171116
128,C226946948,3,M,M348934600,es_transportation,9.75,0,-0.9922218560029245,7,6913,2.685965827486275e-39,2.685965827486275e-39,1.001
171,C344248234,2,M,M1823072687,es_transportation,8.94,0,-1.0387131047499023,9,10103,1.9159769100955567e-56,1.9159769100955567e-56,1.001
148,C1396904959,3,M,M1823072687,es_transportation,49.14,0,1.2686303515816006,8,10103,9.429105128925891e-56,9.429105128925891e-56,1.001
80,C927696302,3,F,M1823072687,es_transportation,59.48,0,1.862111230647962,5,10103,1.8528703087071277e-55,1.8528703087071277e-55,1.001
109,C465037281,4,F,M348934600,es_transportation,23.15,0,-0.2231073705590901,7,6913,4.423579633113676e-39,4.423579633113676e-39,1.001
133,C1467731939,3,M,M1823072687,es_transportation,12.21,0,-0.8510262116602504,8,10103,2.3841037276838977e-56,2.3841037276838977e-56,1.001
131,C1035681921,1,M,M1823072687,es_transportation,2.35,0,-1.4169567210987732,13,10103,1.0176345041037501e-56,1.0176345041037501e-56,1.001
166,C430880678,2,M,M1823072687,es_transportation,23.88,0,-0.1812078500834185,10,10103,3.033226202025549e-56,3.033226202025549e-56,1.001
48,C1617276678,3,M,M1823072687,es_transportation,25.98,0,-0.0606749829616235,8,10103,3.9809001595804007e-56,3.9809001595804007e-56,1.001
136,C170769685,4,M,M1823072687,es_transportation,18.45,0,-0.4928714064983455,6,10103,3.65042980834912e-56,3.65042980834912e-56,1.001
159,C1214279601,1,F,M1823072687,es_transportation,7.5,0,-1.121364213633419,4,10103,2.9471789120764416e-56,2.9471789120764416e-56,1.001
127,C1944646841,1,F,M1823072687,es_transportation,16.06,0,-0.6300492886036264,10,10103,2.2670343612945646e-56,2.2670343612945646e-56,1.001
102,C763253161,3,F,M348934600,es_transportation,1.94,0,-1.4404893284892188,5,6913,2.437449890948267e-39,2.437449890948267e-39,1.001
173,C1178005728,3,F,M1823072687,es_transportation,14.2,0,-0.7368069709115019,4,10103,3.7821886275178314e-56,3.7821886275178314e-56,1.001
18,C2057462116,1,M,M348934600,es_transportation,23.68,0,-0.1926871707616847,10,6913,3.3741427106426994e-39,3.3741427106426994e-39,1.001
144,C1728122351,3,F,M1823072687,es_transportation,11.85,0,-0.8716889888811296,4,10103,3.465329191017019e-56,3.465329191017019e-56,1.001
17,C1091680547,4,M,M1823072687,es_transportation,42.29,0,0.8754636183509837,5,10103,9.769867315951397e-56,9.769867315951397e-56,1.001
129,C706757729,3,M,M1823072687,es_transportation,5.81,0,-1.2183644733647685,6,10103,2.2801298099441437e-56,2.2801298099441437e-56,1.001
51,C566987196,1,M,M348934600,es_transportation,41.44,0,0.8266765054683524,5,6913,1.0608086167086837e-38,1.0608086167086837e-38,1.001
67,C2042324703,2,M,M1823072687,es_transportation,19.95,0,-0.4067765014113491,10,10103,2.6203424813444517e-56,2.6203424813444517e-56,1.001
56,C1533000663,4,F,M348934600,es_transportation,43.15,0,0.9248246972675284,6,6913,1.0261882581722613e-38,1.0261882581722613e-38,1.001
87,C363006417,3,M,M480139044,es_health,66.56,0,-0.4850191073081852,7,100,0.018620183107236298,0.018620183107236298,0.9823798168927637
49,C1475486134,5,M,M1823072687,es_transportation,21.07,0,-0.3424923056130584,11,10103,2.4797503718987266e-56,2.4797503718987266e-56,1.001
153,C655866157,5,M,M348934600,es_transportation,36.3,0,0.5316579640369115,7,6913,7.217799321760818e-39,7.217799321760818e-39,1.001
99,C423891632,5,M,M1823072687,es_transportation,27.52,0,0.027715786261026,8,10103,4.215824789404815e-56,4.215824789404815e-56,1.001
125,C1978080967,2,M,M348934600,es_transportation,5.73,0,-1.2229562016360749,7,6913,2.312589092653429e-39,2.312589092653429e-39,1.001
77,C999723254,2,M,M348934600,es_transportation,27.37,0,0.0191062957523264,5,6913,6.282463926551131e-39,6.282463926551131e-39,1.001
22,C1232356156,4,F,M348934600,es_transportation,19.21,0,-0.4492499879209339,4,6913,5.107939343628375e-39,5.107939343628375e-39,1.001
172,C1200227736,2,M,M1823072687,es_transportation,24.25,0,-0.159971106828626,4,10103,5.498550392167704e-56,5.498550392167704e-56,1.001
44,C416655198,2,F,M1823072687,es_transportation,41.8,0,0.8473392826892315,9,10103,6.512160704127616e-56,6.512160704127616e-56,1.001
119,C765155274,1,F,M1823072687,es_transportation,31.64,0,0.2641897922333095,5,10103,6.5717623197799725e-56,6.5717623197799725e-56,1.001
161,C634714812,3,M,M348934600,es_transportation,27.15,0,0.0064790430062335,12,6913,3.163384152688014e-39,3.163384152688014e-39,1.001
55,C1251749294,3,F,M1823072687,es_transportation,21.26,0,-0.3315869509687054,5,10103,4.465199186505739e-56,4.465199186505739e-56,1.001
122,C490558731,5,M,M85975013,es_food,37.39,0,0.0092276846383285,9,915,5.580366404660111e-07,5.580366404660111e-07,1.0009994419633594
4,C207575907,6,M,M1823072687,es_transportation,35.53,0,0.4874625794255868,9,10103,5.156337993532523e-56,5.156337993532523e-56,1.001
8,C1439470393,2,F,M1823072687,es_transportation,36.16,0,0.5236224395621251,4,10103,8.567000486477474e-56,8.567000486477474e-56,1.001
107,C1258454385,5,M,M85975013,es_food,5.61,0,-1.216243055645558,7,915,2.641584076149552e-07,2.641584076149552e-07,1.0009997358415923
92,C1612832553,1,F,M348934600,es_transportation,37.25,0,0.5861847372586759,3,6913,1.1015555434083394e-38,1.1015555434083394e-38,1.001
99,C487243829,3,M,M78078399,es_wellnessandbeauty,91.4,0,0.4977939839151653,4,55,0.0851497431525426,0.0851497431525426,0.9158502568474574
102,C760368405,3,M,M151143676,es_barsandrestaurants,46.9,0,0.0370136568980689,3,196,0.007967233983642883,0.007967233983642883,0.9930327660163571
85,C334817037,3,M,M1823072687,es_transportation,29.59,0,0.146526755281081,6,10103,5.526802563304927e-56,5.526802563304927e-56,1.001
