step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,customer_tx_count,merchant_tx_count
104,C1883823119,4,M,M1823072687,es_transportation,19.93,0,-0.4079244334791757,4,10103
61,C985780492,2,F,M348934600,es_transportation,18.34,0,-0.4991850328713918,4,6913
145,C445432762,4,F,M855959430,es_hyper,16.13,0,-0.6665629371079317,8,220
78,C1486017704,3,F,M348934600,es_transportation,33.05,0,0.3451190030150859,8,6913
168,C662931726,2,F,M1535107174,es_wellnessandbeauty,51.71,0,-0.20300670845377294,6,59
116,C826715503,5,M,M1823072687,es_transportation,10.09,0,-0.972707010849872,4,10103
135,C1256072323,2,M,M1823072687,es_transportation,19.97,0,-0.4056285693435225,4,10103
168,C1648543319,3,F,M1823072687,es_transportation,37.91,0,0.6240664954969541,9,10103
23,C1200798307,4,F,M348934600,es_transportation,38.48,0,0.6567825594300128,6,6913
115,C1159279360,2,F,M855959430,es_hyper,37.72,0,-0.09756098917736597,5,220
73,C26438018,4,M,M1823072687,es_transportation,50.43,0,1.3426719699564176,5,10103
62,C746604092,3,F,M1823072687,es_transportation,42.13,0,0.866280161808371,8,10103
136,C1200336063,2,M,M1823072687,es_transportation,24.46,0,-0.14791782011644652,7,10103
139,C1584479959,2,M,M1823072687,es_transportation,33.44,0,0.36750367833770503,4,10103
33,C712367267,5,F,M1823072687,es_transportation,44.43,0,0.9982923496084319,5,10103
103,C429242189,1,F,M348934600,es_transportation,22.41,0,-0.26558085706867496,3,6913
56,C11668910,2,F,M348934600,es_transportation,1.06,0,-1.4909983394735902,7,6913
124,C1557689947,1,F,M1823072687,es_transportation,18.31,0,-0.5009069309731319,10,10103
89,C881073190,2,F,M1823072687,es_transportation,45.35,0,1.0510972247284565,7,10103
177,C1083375349,3,F,M349281107,es_fashion,4.21,0,-1.2213192192330282,5,101
170,C732095806,3,M,M1823072687,es_transportation,14.84,0,-0.7000731447410501,6,10103
164,C364273844,3,F,M1823072687,es_transportation,26.18,0,-0.049195662283357394,4,10103
154,C1629765833,2,F,M1823072687,es_transportation,39.41,0,0.7101614005839506,7,10103
54,C1703648667,2,F,M348934600,es_transportation,54.99,0,1.6044004814208868,5,6913
61,C987677028,3,M,M348934600,es_transportation,4.03,0,-1.3205304274013372,9,6913
124,C1840158336,2,F,M1823072687,es_transportation,13.64,0,-0.7689490688106472,7,10103
70,C285545076,2,F,M1823072687,es_transportation,35.79,0,0.5023856963073328,8,10103
96,C303533554,2,M,M348934600,es_transportation,19.31,0,-0.4435103275818009,5,6913
112,C1189367947,2,M,M348934600,es_transportation,34.39,0,0.42203045155946955,6,6913
3,C2091583256,2,F,M1823072687,es_transportation,60.24,0,1.9057326492253739,8,10103
133,C1166355595,4,F,M1823072687,es_transportation,6.09,0,-1.2022934244151957,9,10103
129,C423891632,5,M,M1823072687,es_transportation,12.16,0,-0.8538960418298169,8,10103
50,C1514973352,2,F,M1823072687,es_transportation,54.98,0,1.603826515386973,9,10103
146,C1892148523,2,F,M1823072687,es_transportation,62.27,0,2.0222477541097756,5,10103
108,C694265356,3,F,M1823072687,es_transportation,8.28,0,-1.076594862988181,9,10103
61,C1258211852,1,M,M348934600,es_transportation,5.51,0,-1.2355834543821675,9,6913
6,C914488986,4,M,M348934600,es_transportation,33.4,0,0.36520781420205184,5,6913
150,C903741897,2,F,M480139044,es_health,104.44,0,-0.23991499089962776,4,100
163,C971766834,2,F,M1823072687,es_transportation,8.76,0,-1.049044493360342,4,10103
12,C2018553540,4,F,M348934600,es_transportation,17.14,0,-0.5680609569409889,6,6913
131,C186769596,2,F,M1823072687,es_transportation,18.01,0,-0.5181259119905309,4,10103
83,C1216919532,4,M,M348934600,es_transportation,38.84,0,0.6774453366508923,6,6913
121,C337165520,2,F,M1823072687,es_transportation,35.1,0,0.46278203996731454,4,10103
86,C653252303,1,F,M1823072687,es_transportation,40.04,0,0.7463212607204892,7,10103
168,C1232523772,1,M,M1823072687,es_transportation,33.01,0,0.3428231388794327,11,10103
178,C793132240,4,F,M1823072687,es_transportation,9.12,0,-1.0283817161394628,3,10103
21,C895429374,2,F,M348934600,es_transportation,5.15,0,-1.2562462316030467,9,6913
162,C927766810,3,F,M1823072687,es_transportation,40.02,0,0.7451733286526628,5,10103
100,C1002658784,3,M,M348934600,es_transportation,16.12,0,-0.6266054924001464,6,6913
87,C170769685,4,M,M1823072687,es_transportation,16.68,0,-0.5944633945010012,6,10103
7,C1435043122,5,M,M348934600,es_transportation,28.9,0,0.10692309894106265,7,6913
64,C2007043031,5,F,M348934600,es_transportation,17.81,0,-0.5296052326687973,6,6913
170,C196806031,3,F,M1823072687,es_transportation,47.2,0,1.1572809410024187,7,10103
147,C1233802034,3,F,M1823072687,es_transportation,53.04,0,1.4924771048077912,4,10103
136,C318717540,4,M,M1823072687,es_transportation,46.1,0,1.0941446772719547,5,10103
148,C1010589026,4,F,M348934600,es_transportation,4.2,0,-1.3107730048248112,9,6913
156,C1213984358,2,F,M1823072687,es_transportation,20.66,0,-0.3660249130035041,5,10103
69,C1201696181,4,F,M348934600,es_transportation,19.23,0,-0.4481020558531073,8,6913
177,C1991822900,3,F,M1823072687,es_transportation,6.53,0,-1.17703891892301,7,10103
112,C1872660217,4,F,M348934600,es_transportation,11.42,0,-0.8963695283394019,10,6913
42,C718801730,2,M,M348934600,es_transportation,19.79,0,-0.415959957953962,3,6913
10,C356750222,2,M,M348934600,es_transportation,9.95,0,-0.9807425353246584,8,6913
12,C724380392,2,F,M348934600,es_transportation,64.5,0,2.150242179672444,2,6913
104,C1719535099,3,F,M85975013,es_food,25.25,0,-0.4589036805928351,7,915
40,C941334726,3,F,M1053599405,es_health,5.83,0,-0.8779750996390113,7,225
157,C1497895052,2,M,M1823072687,es_transportation,14.86,0,-0.6989252126732235,6,10103
136,C1004300450,4,M,M1823072687,es_transportation,2.23,0,-1.423844313505733,8,10103
93,C1385115265,2,F,M1823072687,es_transportation,22.18,0,-0.2787820758486811,10,10103
112,C2026269026,3,M,M1823072687,es_transportation,2.74,0,-1.3945720457761543,9,10103
23,C1718591511,5,M,M1823072687,es_transportation,24.69,0,-0.1347166013364404,5,10103
4,C1861439904,1,M,M348934600,es_transportation,40.06,0,0.747469192788316,6,6913
47,C2005372528,6,M,M1823072687,es_transportation,6.71,0,-1.1667075303125705,10,10103
90,C1014124305,1,M,M348934600,es_transportation,5.42,0,-1.2407491486873874,8,6913
95,C313266037,2,M,M1823072687,es_transportation,1.79,0,-1.4490988189979186,3,10103
109,C1872803698,3,F,M1823072687,es_transportation,37.0,0,0.5718355864108432,2,10103
104,C1658450442,4,F,M1823072687,es_transportation,15.54,0,-0.6598955223671185,5,10103
136,C1980302296,1,F,M1823072687,es_transportation,34.58,0,0.43293580620382227,10,10103
145,C362654279,2,F,M1823072687,es_transportation,20.01,0,-0.40333270520786907,6,10103
120,C638223659,4,M,M1823072687,es_transportation,14.97,0,-0.692611586300177,9,10103
61,C386332652,2,M,M348934600,es_transportation,10.07,0,-0.9738549429176986,13,6913
172,C255691679,2,F,M1823072687,es_transportation,25.61,0,-0.08191172621641604,5,10103
138,C432013067,1,M,M1823072687,es_transportation,44.69,0,1.0132154664901778,6,10103
133,C1296664552,3,M,M85975013,es_food,28.24,0,-0.3436060873439736,6,915
106,C1850870588,2,M,M348934600,es_transportation,29.72,0,0.15398831372195404,6,6913
148,C393216567,5,F,M1823072687,es_transportation,6.84,0,-1.1592459718716974,5,10103
114,C2117244434,3,F,M1823072687,es_transportation,42.21,0,0.8708718900796774,5,10103
151,C54876469,4,M,M1823072687,es_transportation,41.89,0,0.8525049769944515,5,10103
77,C1214826221,6,M,M1823072687,es_transportation,46.92,0,1.1412098920528462,11,10103
90,C1700159150,4,F,M1823072687,es_transportation,38.21,0,0.6412854765143537,7,10103
77,C1278181986,2,F,M855959430,es_hyper,42.73,0,0.0344769802127282,10,220
23,C474891377,4,M,M348934600,es_transportation,37.41,0,0.5953681938012887,8,6913
124,C530747890,4,F,M348934600,es_transportation,27.88,0,0.04837856348190513,6,6913
19,C1959541246,3,F,M1823072687,es_transportation,15.1,0,-0.685150027859304,10,10103
156,C149698808,2,F,M85975013,es_food,42.61,0,0.21051645947413364,9,915
99,C1857263556,1,F,M348934600,es_transportation,29.36,0,0.13332553650107493,6,6913
109,C599638364,4,F,M348934600,es_transportation,12.8,0,-0.8171622156593651,6,6913
52,C1732307957,5,F,M1823072687,es_transportation,6.0,0,-1.2074591187204153,5,10103
137,C1317710133,3,M,M1823072687,es_transportation,15.32,0,-0.6725227751132112,5,10103
154,C1980965530,4,M,M85975013,es_food,58.87,0,0.8375194247672737,4,915
167,C1102464953,4,F,M348934600,es_transportation,22.06,0,-0.2856696682556409,7,6913
158,C669906110,3,F,M1823072687,es_transportation,6.05,0,-1.204589288550849,5,10103
132,C771874671,5,M,M348934600,es_transportation,49.54,0,1.291588992938133,7,6913
101,C914250073,2,M,M348934600,es_transportation,6.37,0,-1.186222375465623,5,6913
160,C495473039,4,F,M348934600,es_transportation,11.16,0,-0.9112926452211478,5,6913
124,C764316727,5,F,M855959430,es_hyper,36.97,0,-0.1173271522597154,6,220
117,C808326652,U,E,M1913465890,es_health,117.14,0,-0.15773911237827928,8,125
55,C1158738757,3,M,M677738360,es_contents,6.11,0,-1.2174824449912292,7,10
166,C1023694383,6,F,M1823072687,es_transportation,57.9,0,1.7714245972896594,7,10103
160,C370861553,2,M,M1823072687,es_transportation,51.73,0,1.4172875543651475,6,10103
175,C728432657,2,F,M1823072687,es_transportation,40.41,0,0.7675580039752815,3,10103
100,C1464030920,1,F,M348934600,es_transportation,4.09,0,-1.3170866311978575,4,6913
88,C1082594377,2,F,M1053599405,es_health,209.8,0,0.4418212737467719,5,225
39,C1022530210,4,M,M348934600,es_transportation,29.23,0,0.12586397806020197,10,6913
179,C1539370210,3,M,M348934600,es_transportation,36.99,0,0.5712616203769301,6,6913
153,C718962269,3,F,M85975013,es_food,26.95,0,-0.39334986503328173,6,915
93,C886658445,4,F,M1823072687,es_transportation,36.74,0,0.5569124695290973,9,10103
23,C30336615,2,M,M151143676,es_barsandrestaurants,46.83,0,0.03534564122179534,5,196
97,C1063753312,3,F,M1823072687,es_transportation,47.89,0,1.1968845973424371,9,10103
80,C1809945143,3,F,M348934600,es_transportation,3.83,0,-1.3320097480796034,8,6913
95,C1881495517,1,M,M1823072687,es_transportation,28.13,0,0.06272771432973787,2,10103
168,C1082594377,2,F,M348934600,es_transportation,12.57,0,-0.8303634344393712,5,6913
127,C512338137,3,M,M1823072687,es_transportation,37.31,0,0.5896285334621559,5,10103
30,C770308839,1,M,M1535107174,es_wellnessandbeauty,51.46,0,-0.20742092294337322,6,59
95,C878904462,2,F,M1823072687,es_transportation,36.14,0,0.5224745074942987,4,10103
15,C722399783,4,M,M1823072687,es_transportation,39.51,0,0.7159010609230837,8,10103
169,C1004300450,4,M,M1416436880,es_tech,15.66,0,-0.885657269254035,8,6
83,C1148771999,4,M,M348934600,es_transportation,5.48,0,-1.2373053524839075,6,6913
174,C1620825260,3,F,M1823072687,es_transportation,18.19,0,-0.5077945233800913,4,10103
157,C24198147,5,M,M1823072687,es_transportation,29.81,0,0.1591540080271738,6,10103
120,C877773949,3,M,M348934600,es_transportation,38.51,0,0.6585044575317528,1,6913
16,C1100510913,2,M,M1823072687,es_transportation,56.64,0,1.6991048770165826,9,10103
37,C1175850429,4,M,M50039827,es_health,191.21,0,0.3215339051080421,7,38
42,C1916796804,4,F,M348934600,es_transportation,14.45,0,-0.7224578200636692,8,6913
139,C728039227,6,M,M1823072687,es_transportation,45.01,0,1.0315823795754038,2,10103
69,C2021849962,4,F,M1823072687,es_transportation,12.01,0,-0.8625055323385166,9,10103
132,C344259725,3,M,M348934600,es_transportation,41.34,0,0.8209368451292196,7,6913
119,C1267749701,2,F,M1823072687,es_transportation,39.88,0,0.7371378041778764,6,10103
154,C947315968,2,F,M348934600,es_transportation,62.68,0,2.045780361500221,5,6913
25,C446179646,5,F,M348934600,es_transportation,49.76,0,1.3042162456842257,4,6913
158,C994739890,5,M,M1823072687,es_transportation,52.78,0,1.4775539879260453,5,10103
61,C1501782229,5,F,M1823072687,es_transportation,6.79,0,-1.162115802041264,10,10103
127,C2115344024,3,M,M1823072687,es_transportation,20.45,0,-0.3780781997156836,5,10103
175,C1952937534,4,F,M1823072687,es_transportation,57.78,0,1.7645370048826998,7,10103
154,C346030769,5,F,M348934600,es_transportation,13.82,0,-0.7586176802002076,7,6913
121,C297347471,4,M,M1946091778,es_wellnessandbeauty,87.95,0,0.43687782395868163,11,175
141,C71746980,1,M,M1823072687,es_transportation,30.67,0,0.20851508694371856,2,10103
63,C1364381627,3,M,M348934600,es_transportation,32.22,0,0.29747982220028135,9,6913
89,C1557448880,4,M,M1823072687,es_transportation,4.66,0,-1.284370567264799,4,10103
117,C1047521541,5,M,M348934600,es_transportation,52.47,0,1.4597610408747326,2,6913
11,C926583171,2,F,M1823072687,es_transportation,31.3,0,0.244674947080257,11,10103
63,C251449240,3,F,M348934600,es_transportation,27.43,0,0.022550091955806262,15,6913
88,C894687005,5,M,M85975013,es_food,6.86,0,-1.168041720675298,9,915
97,C108794529,4,F,M1823072687,es_transportation,22.89,0,-0.2380304874408361,4,10103
123,C1650590141,3,F,M1823072687,es_transportation,29.76,0,0.15628417785760743,5,10103
72,C638838388,2,F,M348934600,es_transportation,29.18,0,0.12299414789063538,8,6913
179,C1653588482,2,F,M1198415165,es_wellnessandbeauty,206.52,1,2.5304514720862956,3,45
167,C286236136,3,M,M1823072687,es_transportation,17.94,0,-0.5221436742279241,3,10103
28,C2015203999,4,F,M1823072687,es_transportation,39.84,0,0.7348419400422233,7,10103
68,C403631555,4,M,M1823072687,es_transportation,15.25,0,-0.6765405373506044,9,10103
85,C1038996959,2,M,M1823072687,es_transportation,31.3,0,0.244674947080257,7,10103
156,C1050663079,4,M,M1823072687,es_transportation,28.7,0,0.09544377826279651,5,10103
17,C969284083,3,F,M348934600,es_transportation,3.05,0,-1.3767790987248416,2,6913
82,C1700550154,6,M,M348934600,es_transportation,22.2,0,-0.2776341437808545,7,6913
56,C821630606,1,F,M348934600,es_transportation,3.93,0,-1.3262700877404705,6,6913
32,C487569403,2,M,M1823072687,es_transportation,7.36,0,-1.1293997381082055,8,10103
74,C1283534588,3,M,M348934600,es_transportation,32.63,0,0.32101242959072723,3,6913
24,C1866572071,3,F,M348934600,es_transportation,53.89,0,1.5412642176904225,8,6913
126,C1890075917,2,M,M1823072687,es_transportation,40.54,0,0.7750195624161547,5,10103
27,C1635345159,3,F,M348934600,es_transportation,25.62,0,-0.08133776018250263,8,6913
4,C437836513,2,M,M1823072687,es_transportation,65.89,0,2.230023458386394,4,10103
26,C942160317,2,M,M1823072687,es_transportation,28.24,0,0.06904134070278424,3,10103
92,C1362863442,2,F,M1823072687,es_transportation,18.69,0,-0.47909622168442595,12,10103
80,C870367228,4,M,M1823072687,es_transportation,61.84,0,1.9975672146515038,8,10103
127,C1629693561,4,M,M1823072687,es_transportation,33.99,0,0.39907181020293725,6,10103
108,C963460752,3,M,M348934600,es_transportation,27.12,0,0.004757144904493747,6,6913
144,C1667929755,3,F,M1823072687,es_transportation,50.16,0,1.327174887040758,6,10103
30,C550190826,3,F,M209847108,es_wellnessandbeauty,75.19,0,0.21157631640948396,8,127
92,C1495681901,1,F,M348934600,es_transportation,57.29,0,1.7364126692209476,4,6913
69,C1140809068,3,F,M348934600,es_transportation,33.22,0,0.35487642559161225,7,6913
39,C2125297333,2,F,M348934600,es_transportation,4.48,0,-1.2947019558752384,6,6913
148,C475340225,2,M,M1823072687,es_transportation,47.17,0,1.1555590429006788,4,10103
151,C1201696181,4,F,M348934600,es_transportation,50.67,0,1.3564471547703372,8,6913
104,C968150727,2,F,M1823072687,es_transportation,27.5,0,0.02656785419319944,6,10103
66,C2011875751,4,M,M1823072687,es_transportation,11.94,0,-0.8665232945759098,4,10103
85,C1913044357,5,F,M1946091778,es_wellnessandbeauty,57.57,0,-0.09953752081754273,5,175
139,C16613795,2,F,M1823072687,es_transportation,6.49,0,-1.1793347830586633,8,10103
29,C140234280,2,F,M348934600,es_transportation,5.36,0,-1.2441929448908673,5,6913
12,C1122213892,2,M,M1823072687,es_transportation,5.41,0,-1.2413231147213006,8,10103
126,C1249070059,2,M,M348934600,es_transportation,26.07,0,-0.05550928865640376,8,6913
30,C943088790,2,F,M1823072687,es_transportation,20.64,0,-0.3671728450713307,4,10103
45,C1031698099,0,M,M1823072687,es_transportation,31.34,0,0.2469708112159102,7,10103
120,C1580559195,2,M,M1823072687,es_transportation,29.95,0,0.16718953250196017,7,10103
23,C592765908,2,F,M480139044,es_health,61.06,0,-0.5206070861953833,4,100
151,C1341517098,4,F,M1823072687,es_transportation,27.04,0,0.0001654166331871671,7,10103
177,C232369406,5,F,M1823072687,es_transportation,52.39,0,1.4551693126034262,4,10103
67,C1395098424,2,F,M1823072687,es_transportation,27.24,0,0.011644737311453312,7,10103
73,C757503768,5,M,M1823072687,es_transportation,45.02,0,1.0321563456093175,4,10103
160,C1082608644,4,F,M1823072687,es_transportation,33.92,0,0.39505404796554405,8,10103
44,C914243510,4,M,M1823072687,es_transportation,12.75,0,-0.8200320458289317,6,10103
162,C2005070127,2,F,M85975013,es_food,18.05,0,-0.7365433700215318,7,915
18,C1418322275,1,M,M855959430,es_hyper,17.84,0,-0.621496085280175,8,220
175,C96407618,4,F,M1823072687,es_transportation,7.0,0,-1.1500625153290844,4,10103
37,C2070292195,2,F,M348934600,es_transportation,21.19,0,-0.33560471320609864,9,6913
82,C1296664552,3,M,M348934600,es_transportation,16.02,0,-0.6323451527392796,6,6913
133,C1255231772,2,F,M1823072687,es_transportation,3.27,0,-1.364151845978749,8,10103
102,C1292770722,4,F,M1823072687,es_transportation,18.48,0,-0.4911495083966055,3,10103
104,C1453275851,3,F,M348934600,es_transportation,20.18,0,-0.39357528263134295,10,6913
71,C961738915,2,M,M1823072687,es_transportation,12.14,0,-0.8550439738976435,8,10103
177,C76969430,2,M,M1823072687,es_transportation,22.66,0,-0.25123170622084223,6,10103
175,C1730375460,2,F,M1053599405,es_health,65.52,0,-0.4917484705886736,8,225
3,C423379854,2,M,M348934600,es_transportation,32.51,0,0.31412483718376727,8,6913
156,C1156808163,3,M,M1823072687,es_transportation,19.12,0,-0.45441568222615364,7,10103
19,C185820405,3,M,M1823072687,es_transportation,25.54,0,-0.08592948845380922,7,10103
94,C1977058282,2,F,M348934600,es_transportation,0.85,0,-1.5030516261857696,8,6913
124,C1808704110,3,F,M348934600,es_transportation,9.51,0,-1.0059970408168437,7,6913
169,C363029037,3,M,M1823072687,es_transportation,53.15,0,1.4987907311808375,5,10103
57,C819388154,6,M,M348934600,es_transportation,62.73,0,2.0486501916697875,7,6913
54,C1382480007,4,F,M1823072687,es_transportation,40.57,0,0.7767414605178946,6,10103
92,C626836922,5,F,M1946091778,es_wellnessandbeauty,10.43,0,-0.9318818049765689,5,175
156,C13098029,5,F,M1823072687,es_transportation,40.22,0,0.7566526493309287,8,10103
167,C1249070059,2,M,M1823072687,es_transportation,5.07,0,-1.260837959874353,8,10103
159,C90085212,1,M,M1946091778,es_wellnessandbeauty,33.94,0,-0.5167690743745599,6,175
81,C1828122,6,M,M1823072687,es_transportation,54.06,0,1.551021640266949,6,10103
130,C813786166,4,F,M348934600,es_transportation,54.2,0,1.5590571647417353,3,6913
135,C1334227305,1,F,M1823072687,es_transportation,41.29,0,0.8180670149596528,4,10103
29,C1083375349,3,F,M1823072687,es_transportation,38.74,0,0.6717056763117591,5,10103
62,C44197733,2,M,M1823072687,es_transportation,8.46,0,-1.0662634743777413,7,10103
162,C535324444,2,M,M348934600,es_transportation,23.08,0,-0.22712513279648333,6,6913
110,C1170049298,5,F,M1823072687,es_transportation,8.32,0,-1.0742989988525278,7,10103
32,C1853277977,4,M,M348934600,es_transportation,53.29,0,1.506826255655624,5,6913
53,C1731135780,2,M,M348934600,es_transportation,53.63,0,1.5263411008086767,7,6913
174,C150273597,4,M,M1823072687,es_transportation,7.99,0,-1.093239877971667,4,10103
154,C623466885,3,F,M85975013,es_food,7.89,0,-1.1283238206598039,3,915
11,C1769927077,2,F,M348934600,es_transportation,17.51,0,-0.5468242136861964,11,6913
53,C1174735331,3,F,M348934600,es_transportation,14.42,0,-0.724179718165409,4,6913
84,C1734585073,5,F,M1823072687,es_transportation,40.21,0,0.7560786832970156,8,10103
128,C259158925,5,F,M1823072687,es_transportation,18.75,0,-0.47565242548094616,6,10103
121,C157427068,1,M,M1823072687,es_transportation,64.39,0,2.1439285532993977,7,10103
26,C60351691,2,F,M1823072687,es_transportation,48.31,0,1.2209911707667962,16,10103
92,C1575842015,5,M,M1823072687,es_transportation,35.82,0,0.5041075944090727,4,10103
133,C1522289895,3,F,M85975013,es_food,19.51,0,-0.6802442107762683,2,915
82,C1720950881,6,F,M1823072687,es_transportation,15.32,0,-0.6725227751132112,6,10103
105,C607532274,5,F,M1823072687,es_transportation,67.4,0,2.316692329507304,8,10103
62,C899204870,3,M,M348934600,es_transportation,22.14,0,-0.2810779399843343,6,6913
146,C1267444276,3,F,M85975013,es_food,8.69,0,-1.0974749662788377,9,915
155,C251449240,3,F,M85975013,es_food,44.61,0,0.2876385954265494,15,915
44,C512338137,3,M,M348934600,es_transportation,28.45,0,0.08109462741496377,5,6913
83,C1118932469,4,F,M348934600,es_transportation,19.45,0,-0.43547480310701453,3,6913
78,C899813705,4,M,M1823072687,es_transportation,22.89,0,-0.2380304874408361,9,10103
10,C2018553540,4,F,M151143676,es_barsandrestaurants,7.26,0,-0.907559791780316,6,196
135,C929298953,4,M,M1823072687,es_transportation,9.07,0,-1.0312515463090295,2,10103
76,C1885719603,3,F,M1823072687,es_transportation,5.6,0,-1.230417760076948,9,10103
77,C1091966081,3,F,M1823072687,es_transportation,0.68,0,-1.512809048762296,8,10103
89,C354098761,2,F,M1823072687,es_transportation,22.91,0,-0.2368825553730095,8,10103
87,C34441666,5,M,M348934600,es_transportation,31.34,0,0.2469708112159102,7,6913
143,C1993791093,5,M,M151143676,es_barsandrestaurants,21.63,0,-0.5651400022367138,6,196
58,C570913468,1,F,M1823072687,es_transportation,12.11,0,-0.8567658719993835,9,10103
103,C296571542,2,F,M348934600,es_transportation,29.42,0,0.1367693327045549,8,6913
59,C677660361,5,M,M348934600,es_transportation,8.33,0,-1.0737250328186143,3,6913
163,C1994736634,4,F,M1823072687,es_transportation,9.7,0,-0.9950916861724911,10,10103
23,C318818410,2,M,M348934600,es_transportation,49.33,0,1.2795357062259534,9,6913
149,C475624028,2,M,M1823072687,es_transportation,40.67,0,0.7824811208570278,7,10103
92,C194016923,3,F,M1823072687,es_transportation,21.72,0,-0.30518451340869335,6,10103
96,C233548839,2,F,M1823072687,es_transportation,41.07,0,0.8054397622135601,5,10103
0,C1418322275,1,M,M1823072687,es_transportation,21.23,0,-0.33330884907044545,8,10103
56,C225675370,4,M,M348934600,es_transportation,3.8,0,-1.3337316461813435,9,6913
150,C2060968828,3,F,M1823072687,es_transportation,36.91,0,0.5666698921056232,4,10103
44,C764048448,3,M,M1823072687,es_transportation,0.72,0,-1.5105131846266429,9,10103
103,C1757210259,2,F,M1823072687,es_transportation,39.45,0,0.7124572647196041,6,10103
66,C1214826221,6,M,M1946091778,es_wellnessandbeauty,13.16,0,-0.883678582750134,11,175
37,C1963617384,2,F,M1823072687,es_transportation,24.67,0,-0.135864533404267,8,10103
159,C1153792315,1,F,M348934600,es_transportation,5.85,0,-1.2160686092291153,3,6913
134,C799349963,3,M,M1823072687,es_transportation,16.93,0,-0.5801142436531684,9,10103
27,C307655955,2,F,M348934600,es_transportation,18.17,0,-0.5089424554479179,3,6913
85,C2044070952,2,F,M1823072687,es_transportation,33.4,0,0.36520781420205184,7,10103
63,C1340398290,4,M,M1823072687,es_transportation,24.6,0,-0.13988229564166016,7,10103
55,C1791903269,3,F,M348934600,es_transportation,65.11,0,2.1852541077411556,10,6913
88,C1452354279,3,M,M1823072687,es_transportation,20.9,0,-0.3522497281895847,11,10103
8,C2083329818,2,F,M348934600,es_transportation,24.24,0,-0.16054507286253947,7,6913
102,C1202857292,3,F,M1946091778,es_wellnessandbeauty,21.07,0,-0.7440128362991816,5,175
169,C1951890364,3,F,M1913465890,es_health,93.91,0,-0.3080497941145726,5,125
144,C289653430,1,F,M348934600,es_transportation,2.61,0,-1.4020336042170274,1,6913
122,C1490416909,2,F,M1823072687,es_transportation,23.2,0,-0.2202375403895236,2,10103
35,C1242770016,4,M,M1823072687,es_transportation,57.97,0,1.7754423595270528,4,10103
149,C1860405125,1,F,M1823072687,es_transportation,29.54,0,0.14365692511151448,4,10103
105,C513710252,6,M,M1823072687,es_transportation,44.27,0,0.9891088930658193,7,10103
143,C1807259356,3,F,M348934600,es_transportation,39.87,0,0.7365638381439629,7,6913
48,C170769685,4,M,M348934600,es_transportation,5.02,0,-1.2637077900439198,6,6913
79,C1790520611,3,F,M1823072687,es_transportation,29.71,0,0.15341434768804083,7,10103
174,C872043603,4,F,M980657600,es_sportsandtoys,17.67,1,-0.9116929775065988,3,57
63,C598452144,3,M,M348934600,es_transportation,4.06,0,-1.3188085292995975,5,6913
56,C765155274,1,F,M1823072687,es_transportation,44.16,0,0.9827952666927725,5,10103
161,C447056233,1,F,M1823072687,es_transportation,31.71,0,0.26820755447070266,4,10103
12,C703281362,2,F,M348934600,es_transportation,5.47,0,-1.237879318517821,3,6913
156,C395508103,2,F,M1913465890,es_health,5.87,0,-0.8777162779743771,9,125
141,C923875417,5,F,M348934600,es_transportation,14.31,0,-0.7304933445384554,5,6913
14,C1413412440,2,F,M348934600,es_transportation,16.78,0,-0.588723734161868,9,6913
17,C747353905,2,M,M348934600,es_transportation,17.13,0,-0.5686349229749023,5,6913
147,C2128263275,2,M,M1823072687,es_transportation,4.04,0,-1.3199564613674242,7,10103
132,C1002658784,3,M,M348934600,es_transportation,46.31,0,1.1061979639841342,6,6913
118,C1698214137,5,F,M1823072687,es_transportation,9.49,0,-1.0071449728846706,10,10103
25,C530747890,4,F,M1823072687,es_transportation,50.65,0,1.3552992227025102,6,10103
2,C1763311989,2,M,M855959430,es_hyper,4.55,0,-0.971752495099407,5,220
132,C480975116,2,M,M1600850729,es_fashion,81.53,0,0.47971254453457984,5,101
178,C548185127,2,F,M348934600,es_transportation,14.73,0,-0.7063867711140964,5,6913
47,C1577880868,2,F,M1823072687,es_transportation,28.69,0,0.09486981222888331,10,10103
102,C1309194397,4,F,M348934600,es_transportation,5.48,0,-1.2373053524839075,5,6913
38,C1986701933,3,F,M980657600,es_sportsandtoys,595.16,1,1.587374678896056,5,57
165,C617179674,6,F,M1823072687,es_transportation,69.11,0,2.414840521306479,8,10103
163,C1385780363,4,F,M348934600,es_transportation,3.18,0,-1.3693175402839686,7,6913
125,C1396904959,3,M,M1823072687,es_transportation,23.76,0,-0.18809544249037813,8,10103
66,C2125787399,4,F,M209847108,es_wellnessandbeauty,61.51,0,-0.029969500461442585,8,127
37,C1091966081,3,F,M348934600,es_transportation,11.13,0,-0.9130145433228878,8,6913
76,C228023479,4,F,M348934600,es_transportation,12.53,0,-0.8326592985750245,8,6913
18,C1564260047,3,F,M348934600,es_transportation,8.56,0,-1.0605238140386084,6,6913
132,C1179833140,5,M,M85975013,es_food,13.01,0,-0.9308911526216196,6,915
111,C1129461636,1,M,M348934600,es_transportation,34.85,0,0.4484328891194818,6,6913
144,C1674379117,3,F,M1823072687,es_transportation,22.01,0,-0.28853949842520726,9,10103
79,C1014347664,6,M,M348934600,es_transportation,19.79,0,-0.415959957953962,6,6913
43,C1783127345,4,M,M348934600,es_transportation,19.81,0,-0.4148120258861354,4,6913
