step,customer,age,gender,merchant,category,amount,fraud
103,C1897689911,3,M,M1823072687,es_transportation,45.42,0
43,C1426091756,1,F,M1823072687,es_transportation,38.5,0
135,C2123693067,1,F,M1823072687,es_transportation,42.36,0
76,C1809104609,1,F,M1823072687,es_transportation,40.06,0
76,C2072009750,2,F,M1823072687,es_transportation,45.9,0
106,C1214826221,6,M,M1823072687,es_transportation,63.17,0
44,C1732752834,3,M,M1823072687,es_transportation,36.37,0
90,C272471718,3,M,M1913465890,es_health,202.82,0
72,C939735585,3,F,M1823072687,es_transportation,55.62,0
160,C471166875,1,M,M1823072687,es_transportation,57.94,0
94,C739658140,2,M,M348934600,es_transportation,45.22,0
124,C83651461,2,F,M78078399,es_wellnessandbeauty,36.69,0
37,C895429374,2,F,M348934600,es_transportation,8.19,0
141,C484268062,3,F,M1823072687,es_transportation,37.7,0
92,C951702775,2,M,M1823072687,es_transportation,16.89,0
24,C555482626,3,F,M348934600,es_transportation,5.62,0
73,C1799882713,1,F,M348934600,es_transportation,14.93,0
140,C263788122,3,F,M348934600,es_transportation,49.56,0
176,C2005093875,5,F,M348934600,es_transportation,14.9,0
107,C856303631,4,M,M1823072687,es_transportation,22.15,0
73,C1886601622,3,M,M151143676,es_barsandrestaurants,58.83,0
74,C208514238,3,M,M348934600,es_transportation,9.71,0
141,C1435256152,3,F,M1823072687,es_transportation,17.75,0
149,C261768480,4,F,M1823072687,es_transportation,48.99,0
84,C784763814,5,F,M348934600,es_transportation,19.17,0
96,C2091703695,4,F,M1823072687,es_transportation,26.05,0
56,C474894075,4,F,M348934600,es_transportation,32.3,0
106,C739658140,2,M,M348934600,es_transportation,7.47,0
156,C532118459,3,F,M1823072687,es_transportation,45.99,0
100,C1304621872,2,F,M1823072687,es_transportation,35.33,0
129,C871505790,2,F,M151143676,es_barsandrestaurants,3.94,0
172,C161733249,4,M,M855959430,es_hyper,152.45,1
95,C1911908507,2,M,M348934600,es_transportation,27.58,0
178,C822689044,2,M,M1823072687,es_transportation,31.4,0
91,C827822455,3,M,M1823072687,es_transportation,19.97,0
3,C771207119,4,M,M1823072687,es_transportation,8.98,0
134,C998690782,2,M,M348934600,es_transportation,13.15,0
168,C628232611,2,M,M1823072687,es_transportation,42.58,0
162,C359363895,6,M,M1400236507,es_home,44.5,0
46,C786249459,4,M,M85975013,es_food,28.41,0
25,C136606306,4,M,M348934600,es_transportation,19.86,0
110,C1628225593,3,M,M1823072687,es_transportation,6.69,0
47,C1242334684,2,M,M348934600,es_transportation,43.5,0
155,C292682242,3,M,M1823072687,es_transportation,22.65,0
23,C366601563,1,F,M348934600,es_transportation,17.31,0
67,C1476138873,5,F,M1823072687,es_transportation,22.74,0
161,C1991820533,5,M,M1823072687,es_transportation,79.16,0
120,C47652503,5,F,M1823072687,es_transportation,69.36,0
92,C1488142454,2,F,M85975013,es_food,51.15,0
146,C961738915,2,M,M1823072687,es_transportation,0.09,0
80,C1740004679,3,F,M348934600,es_transportation,59.57,0
145,C1703739582,4,F,M1823072687,es_transportation,40.56,0
70,C337291476,5,M,M1823072687,es_transportation,1.91,0
158,C923919564,3,F,M348934600,es_transportation,29.85,0
83,C296571542,2,F,M348934600,es_transportation,14.85,0
18,C1791793827,4,M,M348934600,es_transportation,47.72,0
134,C841956493,2,F,M1823072687,es_transportation,31.41,0
168,C706599076,2,M,M348934600,es_transportation,5.02,0
173,C606861698,1,F,M1823072687,es_transportation,13.29,0
172,C1838285576,3,M,M1823072687,es_transportation,31.08,0
144,C1129737137,6,M,M1823072687,es_transportation,38.6,0
56,C1689772812,2,M,M1823072687,es_transportation,31.11,0
6,C1738944491,2,M,M348934600,es_transportation,42.1,0
79,C528985379,3,F,M348934600,es_transportation,38.02,0
145,C1561544871,1,M,M1823072687,es_transportation,4.6,0
29,C896561469,3,M,M1823072687,es_transportation,4.06,0
119,C1564260047,3,F,M1823072687,es_transportation,28.17,0
147,C1209838312,2,M,M1823072687,es_transportation,18.33,0
149,C1921248691,0,F,M348934600,es_transportation,46.03,0
113,C6094907,5,M,M1823072687,es_transportation,40.22,0
136,C601235628,4,F,M348934600,es_transportation,37.57,0
172,C168310052,2,M,M1823072687,es_transportation,2.65,0
161,C1813823560,3,F,M348934600,es_transportation,7.56,0
146,C1314685160,1,M,M1823072687,es_transportation,8.69,0
123,C892943299,3,F,M1823072687,es_transportation,43.37,0
114,C1374607221,U,E,M348934600,es_transportation,3.26,0
108,C332628188,1,F,M348934600,es_transportation,33.11,0
175,C366397964,2,F,M1823072687,es_transportation,5.66,0
66,C1279143519,5,F,M1823072687,es_transportation,63.41,0
2,C32640811,3,M,M348934600,es_transportation,23.76,0
5,C1536083561,2,F,M348934600,es_transportation,54.73,0
121,C1952969809,4,F,M348934600,es_transportation,35.99,0
106,C612357573,6,M,M1823072687,es_transportation,26.24,0
83,C1040272582,2,M,M1823072687,es_transportation,23.27,0
84,C1151799720,5,M,M1823072687,es_transportation,32.47,0
162,C363006417,3,M,M1946091778,es_wellnessandbeauty,21.99,0
143,C114981535,3,F,M1823072687,es_transportation,37.93,0
156,C23582994,2,F,M1823072687,es_transportation,32.97,0
167,C423891632,5,M,M1823072687,es_transportation,18.46,0
41,C559952121,4,F,M1823072687,es_transportation,25.34,0
13,C1697851479,3,M,M348934600,es_transportation,42.48,0
161,C1511497789,1,F,M1823072687,es_transportation,35.57,0
111,C1143401925,1,F,M1823072687,es_transportation,23.75,0
27,C1469453217,1,F,M348934600,es_transportation,21.91,0
169,C1637357651,3,M,M1823072687,es_transportation,42.17,0
10,C1415998962,2,F,M348934600,es_transportation,82.29,0
104,C54876469,4,M,M348934600,es_transportation,25.63,0
150,C275926123,2,M,M1823072687,es_transportation,26.67,0
151,C772895850,3,M,M1823072687,es_transportation,6.08,0
1,C354098761,2,F,M348934600,es_transportation,31.99,0
56,C1670883164,6,F,M1823072687,es_transportation,23.83,0
50,C1529464275,1,M,M1823072687,es_transportation,31.6,0
30,C154987119,3,M,M480139044,es_health,9.27,0
67,C1580955370,2,M,M855959430,es_hyper,57.0,0
73,C1887326984,2,F,M1823072687,es_transportation,30.81,0
61,C56690195,2,M,M1823072687,es_transportation,38.99,0
176,C1423519115,1,M,M1823072687,es_transportation,13.6,0
46,C610735261,2,F,M85975013,es_food,32.48,0
82,C78938440,3,M,M1823072687,es_transportation,3.21,0
12,C1097812196,6,M,M348934600,es_transportation,28.38,0
139,C1837295173,2,M,M348934600,es_transportation,22.71,0
173,C352261908,6,M,M1823072687,es_transportation,4.47,0
73,C608244416,1,F,M1823072687,es_transportation,21.49,0
51,C1556912476,3,F,M151143676,es_barsandrestaurants,16.55,0
134,C1781924994,1,M,M349281107,es_fashion,67.15,0
68,C384136428,1,M,M348934600,es_transportation,26.82,0
145,C1606614105,4,M,M1823072687,es_transportation,25.53,0
143,C503433561,4,M,M1823072687,es_transportation,30.35,0
102,C2001133685,2,M,M1823072687,es_transportation,31.49,0
129,C2015444413,2,F,M1535107174,es_wellnessandbeauty,105.4,0
59,C1249352100,5,M,M348934600,es_transportation,64.49,0
63,C416655198,2,F,M1823072687,es_transportation,42.84,0
166,C326482046,3,M,M1823072687,es_transportation,40.59,0
172,C300112558,1,F,M348934600,es_transportation,17.51,0
148,C2120296918,4,F,M1400236507,es_home,167.75,0
121,C1990714179,3,M,M348934600,es_transportation,39.04,0
128,C1675884425,2,M,M1823072687,es_transportation,30.81,0
15,C1667002698,3,M,M348934600,es_transportation,29.02,0
128,C913863966,6,M,M1823072687,es_transportation,30.15,0
97,C1038329920,1,F,M1946091778,es_wellnessandbeauty,10.48,0
160,C509860014,6,F,M1823072687,es_transportation,37.27,0
113,C588719767,2,M,M85975013,es_food,76.31,0
140,C1551083784,2,M,M1946091778,es_wellnessandbeauty,61.46,0
3,C1903005844,2,F,M1823072687,es_transportation,3.29,0
65,C1174735331,3,F,M348934600,es_transportation,29.85,0
110,C1536083561,2,F,M1823072687,es_transportation,19.17,0
153,C1575272013,3,F,M1823072687,es_transportation,46.8,0
90,C793890087,2,F,M348934600,es_transportation,40.74,0
23,C1952937534,4,F,M85975013,es_food,37.0,0
120,C1541237057,2,F,M1823072687,es_transportation,19.12,0
22,C245019752,2,F,M348934600,es_transportation,12.11,0
125,C2016997607,2,M,M1053599405,es_health,168.59,0
126,C2004941826,2,F,M980657600,es_sportsandtoys,106.83,1
62,C458379262,5,F,M348934600,es_transportation,8.52,0
173,C433355159,4,F,M1823072687,es_transportation,35.75,0
129,C1402203755,3,M,M1053599405,es_health,33.14,0
168,C1577983313,4,M,M1823072687,es_transportation,24.17,0
14,C1415998962,2,F,M348934600,es_transportation,71.28,0
147,C508633218,6,M,M348934600,es_transportation,25.85,0
97,C771874671,5,M,M348934600,es_transportation,33.52,0
38,C1312448128,4,F,M1823072687,es_transportation,11.48,0
168,C1918935856,4,M,M1823072687,es_transportation,7.12,0
117,C15276068,2,M,M1823072687,es_transportation,23.8,0
152,C1781924994,1,M,M1823072687,es_transportation,39.99,0
141,C628112283,3,M,M1823072687,es_transportation,0.19,0
103,C1242770016,4,M,M348934600,es_transportation,30.35,0
166,C594793398,2,F,M1823072687,es_transportation,23.8,0
97,C1692355722,2,M,M1823072687,es_transportation,58.99,0
21,C1398865038,3,F,M348934600,es_transportation,31.4,0
142,C1021896897,4,M,M1535107174,es_wellnessandbeauty,19.33,0
88,C851156881,1,M,M1823072687,es_transportation,28.56,0
78,C914250073,2,M,M348934600,es_transportation,54.46,0
48,C168579211,3,F,M1823072687,es_transportation,22.82,0
147,C1885719603,3,F,M1823072687,es_transportation,32.61,0
172,C1645579872,5,F,M1946091778,es_wellnessandbeauty,6.21,0
134,C1844695541,4,F,M348934600,es_transportation,33.79,0
90,C529952024,2,M,M1823072687,es_transportation,5.05,0
46,C2110878299,3,F,M85975013,es_food,43.9,0
141,C546697817,5,F,M348934600,es_transportation,15.36,0
59,C564473555,2,F,M348934600,es_transportation,34.62,0
150,C1819552999,3,M,M1823072687,es_transportation,0.85,0
66,C1598564853,2,M,M85975013,es_food,29.08,0
77,C481773197,4,F,M1823072687,es_transportation,24.93,0
168,C909525375,2,M,M348934600,es_transportation,7.07,0
18,C278501873,2,F,M348934600,es_transportation,16.2,0
163,C682529129,3,F,M1823072687,es_transportation,24.11,0
40,C1966502638,3,F,M348934600,es_transportation,8.72,0
56,C830856919,6,M,M1823072687,es_transportation,35.36,0
138,C1489294793,2,F,M1823072687,es_transportation,70.83,0
41,C382789952,3,M,M348934600,es_transportation,55.64,0
169,C1275518867,5,F,M348934600,es_transportation,20.98,0
32,C1257820473,3,M,M1823072687,es_transportation,7.47,0
109,C1089903335,3,M,M1823072687,es_transportation,33.85,0
106,C1973818754,2,F,M1823072687,es_transportation,10.19,0
139,C1141524074,3,M,M1823072687,es_transportation,4.39,0
150,C1035222482,1,F,M85975013,es_food,69.3,0
4,C177123752,4,M,M348934600,es_transportation,19.58,0
56,C876944738,2,F,M1823072687,es_transportation,14.89,0
27,C1628225593,3,M,M348934600,es_transportation,17.19,0
112,C506520283,4,F,M348934600,es_transportation,22.1,0
113,C471166875,1,M,M1823072687,es_transportation,73.94,0
114,C17589297,4,F,M1946091778,es_wellnessandbeauty,33.03,0
5,C1698214137,5,F,M1823072687,es_transportation,17.21,0
12,C2134043204,3,M,M1823072687,es_transportation,5.81,0
66,C1530262146,2,M,M1823072687,es_transportation,16.06,0
9,C1959067413,4,M,M348934600,es_transportation,65.06,0
32,C698318224,2,F,M348934600,es_transportation,20.12,0
45,C518028573,2,M,M348934600,es_transportation,52.55,0
73,C16680464,2,M,M1823072687,es_transportation,22.71,0
160,C223315547,1,M,M85975013,es_food,41.47,0
84,C951689990,3,F,M1400236507,es_home,90.34,0
118,C1821035128,4,M,M1823072687,es_transportation,31.7,0
150,C2016997607,2,M,M85975013,es_food,25.88,0
57,C2011457912,4,F,M1823072687,es_transportation,11.01,0
112,C1187979419,2,F,M348934600,es_transportation,36.83,0
108,C1181615831,3,M,M1823072687,es_transportation,19.69,0
98,C297745197,4,F,M348934600,es_transportation,7.88,0
5,C1709958311,6,M,M348934600,es_transportation,10.09,0
11,C30336615,2,M,M1873032707,es_hotelservices,20.86,0
91,C1140073765,2,F,M348934600,es_transportation,3.7,0
29,C748216113,4,F,M85975013,es_food,50.64,0
123,C2026269026,3,M,M85975013,es_food,84.59,0
110,C841747618,3,M,M348934600,es_transportation,22.65,0
22,C978637475,2,F,M1823072687,es_transportation,45.73,0
12,C433139335,0,F,M348934600,es_transportation,36.68,0
90,C87462443,1,M,M1823072687,es_transportation,25.45,0
62,C42779194,6,F,M1823072687,es_transportation,59.04,0
96,C999393223,1,F,M348934600,es_transportation,20.22,0
51,C770308839,1,M,M348934600,es_transportation,36.1,0
109,C53497422,3,M,M85975013,es_food,6.35,0
43,C696052681,2,F,M1913465890,es_health,124.94,0
107,C1821681988,2,F,M2080407379,es_travel,1162.11,1
126,C1097812196,6,M,M348934600,es_transportation,10.91,0
76,C2110532720,3,F,M348934600,es_transportation,25.48,0
151,C1611113200,6,M,M85975013,es_food,59.03,0
47,C2094478222,4,F,M348934600,es_transportation,50.75,0
74,C908718101,3,F,M1823072687,es_transportation,1.93,0
141,C352261908,6,M,M1823072687,es_transportation,3.27,0
125,C1375103798,3,F,M348934600,es_transportation,43.39,0
165,C207576555,3,F,M1946091778,es_wellnessandbeauty,107.01,0
26,C1385780363,4,F,M1823072687,es_transportation,7.35,0
70,C1526367312,3,F,M1741626453,es_sportsandtoys,20.17,0
44,C2063574289,1,F,M78078399,es_wellnessandbeauty,94.08,0
65,C1156808163,3,M,M348934600,es_transportation,26.51,0
153,C790600178,6,M,M348934600,es_transportation,21.93,0
137,C1177396126,2,M,M85975013,es_food,30.11,0
20,C1789457872,2,F,M1823072687,es_transportation,27.79,0
84,C1670516684,4,F,M348934600,es_transportation,27.72,0
152,C970538683,2,M,M1823072687,es_transportation,20.36,0
155,C1354799046,3,M,M1823072687,es_transportation,8.98,0
140,C1840859519,3,F,M348934600,es_transportation,43.53,0
33,C1710930627,2,F,M348934600,es_transportation,35.57,0
127,C332628188,1,F,M348934600,es_transportation,87.84,0
51,C326815335,1,F,M348934600,es_transportation,9.33,0
79,C285580881,2,M,M348934600,es_transportation,39.87,0
30,C16791543,4,M,M1823072687,es_transportation,33.69,0
151,C1030484150,2,F,M348934600,es_transportation,28.74,0
7,C1945520078,3,F,M348934600,es_transportation,35.14,0
40,C1853381059,4,M,M348934600,es_transportation,12.83,0
111,C1872482068,4,M,M1823072687,es_transportation,31.55,0
85,C359221218,3,M,M348934600,es_transportation,11.54,0
96,C1038733568,2,M,M1823072687,es_transportation,48.17,0
167,C276409392,4,F,M348934600,es_transportation,35.77,0
36,C626836922,5,F,M348934600,es_transportation,11.66,0
106,C603081336,3,F,M1823072687,es_transportation,13.94,0
38,C1199849921,5,M,M1823072687,es_transportation,13.43,0
132,C1532733169,3,M,M855959430,es_hyper,50.34,0
8,C991774315,3,F,M85975013,es_food,33.78,0
60,C1651034737,3,M,M50039827,es_health,58.95,0
72,C1965115675,3,F,M348934600,es_transportation,23.51,0
45,C1622415837,2,F,M1823072687,es_transportation,44.17,0
77,C297432139,2,F,M855959430,es_hyper,29.94,0
25,C1376957295,2,M,M348934600,es_transportation,50.96,0
50,C876944738,2,F,M1823072687,es_transportation,5.75,0
51,C1977646698,3,F,M1823072687,es_transportation,36.9,0
104,C1731163929,2,F,M1823072687,es_transportation,45.91,0
69,C513710252,6,M,M1823072687,es_transportation,23.04,0
51,C927830595,6,F,M1823072687,es_transportation,12.22,0
43,C1731135780,2,M,M348934600,es_transportation,73.95,0
109,C158319863,5,F,M348934600,es_transportation,37.38,0
164,C1375316332,1,F,M1823072687,es_transportation,3.28,0
133,C1866572071,3,F,M348934600,es_transportation,41.64,0
148,C1732752834,3,M,M1823072687,es_transportation,40.22,0
54,C1158752013,2,F,M348934600,es_transportation,40.12,0
72,C190521845,3,M,M1823072687,es_transportation,28.7,0
19,C1744581762,3,F,M348934600,es_transportation,25.22,0
19,C199512926,4,M,M348934600,es_transportation,35.97,0
63,C300052027,1,F,M348934600,es_transportation,32.9,0
159,C790395954,6,F,M1823072687,es_transportation,10.37,0
149,C555482626,3,F,M85975013,es_food,26.09,0
83,C495124555,3,F,M348934600,es_transportation,20.62,0
38,C189036899,0,F,M3697346,es_leisure,395.07,1
128,C1452354279,3,M,M1823072687,es_transportation,28.92,0
139,C1165343027,4,M,M348934600,es_transportation,30.68,0
89,C1600642825,3,F,M348934600,es_transportation,27.63,0
122,C766494418,2,M,M1053599405,es_health,89.66,0
12,C15276068,2,M,M1823072687,es_transportation,2.98,0
136,C1214587699,3,F,M85975013,es_food,50.74,0
33,C1325422547,2,F,M348934600,es_transportation,46.21,0
131,C896561469,3,M,M1053599405,es_health,5.24,0
131,C1658315324,4,M,M1823072687,es_transportation,5.9,0
37,C1469453217,1,F,M348934600,es_transportation,10.68,0
50,C281893917,3,M,M85975013,es_food,52.7,0
53,C1877766749,2,M,M1823072687,es_transportation,60.64,0
91,C1070277785,4,F,M348934600,es_transportation,11.43,0
172,C696806398,2,F,M348934600,es_transportation,2.93,0
113,C991774315,3,F,M1946091778,es_wellnessandbeauty,22.3,0
84,C196806031,3,F,M1823072687,es_transportation,39.11,0
12,C68881864,2,M,M348934600,es_transportation,34.57,0
66,C1230747575,3,M,M1823072687,es_transportation,42.72,0
110,C1740186506,3,M,M1823072687,es_transportation,75.33,0
84,C775533998,2,F,M1823072687,es_transportation,49.98,0
178,C1254064510,5,F,M1823072687,es_transportation,1.12,0
179,C1791559714,3,F,M1823072687,es_transportation,25.67,0
27,C1807567788,4,M,M1823072687,es_transportation,37.01,0
135,C2055489140,5,M,M348934600,es_transportation,48.92,0
66,C56197730,2,M,M1823072687,es_transportation,25.5,0
66,C153258882,4,F,M1823072687,es_transportation,24.98,0
141,C648063518,3,M,M1823072687,es_transportation,46.47,0
2,C297745197,4,F,M348934600,es_transportation,20.98,0
178,C1204780618,4,M,M1823072687,es_transportation,2.12,0
68,C1032319289,3,F,M1823072687,es_transportation,34.37,0
155,C1819552999,3,M,M1823072687,es_transportation,45.56,0
82,C449262890,2,M,M348934600,es_transportation,51.86,0
94,C7197142,2,M,M1823072687,es_transportation,40.53,0
68,C319933645,3,F,M1823072687,es_transportation,70.64,0
179,C288684762,3,M,M1823072687,es_transportation,38.51,0
94,C1081944543,4,F,M1823072687,es_transportation,23.01,0
164,C200882642,3,M,M1823072687,es_transportation,5.93,0
37,C60351691,2,F,M85975013,es_food,32.97,0
163,C734817849,2,M,M1823072687,es_transportation,13.53,0
24,C1089789227,2,F,M1823072687,es_transportation,16.43,0
128,C927830595,6,F,M348934600,es_transportation,19.99,0
178,C171498975,1,M,M1823072687,es_transportation,24.58,0
52,C481253497,3,F,M348934600,es_transportation,67.11,0
91,C894204131,1,M,M480139044,es_health,297.92,1
63,C1782998558,3,F,M348934600,es_transportation,27.99,0
123,C1509106340,4,F,M1823072687,es_transportation,36.46,0
7,C122290547,3,M,M348934600,es_transportation,7.34,0
163,C1463141739,3,M,M1823072687,es_transportation,3.82,0
69,C2043823425,4,F,M85975013,es_food,49.66,0
27,C451189693,6,F,M1823072687,es_transportation,29.88,0
12,C1617276678,3,M,M1600850729,es_fashion,14.31,0
48,C913662681,5,M,M1823072687,es_transportation,26.69,0
149,C1122835446,2,F,M1823072687,es_transportation,39.01,0
26,C514864285,2,F,M348934600,es_transportation,41.98,0
92,C1039035065,5,F,M1823072687,es_transportation,0.24,0
118,C1002658784,3,M,M348934600,es_transportation,11.14,0
11,C366069783,4,F,M348934600,es_transportation,2.81,0
98,C1093060677,2,M,M1823072687,es_transportation,52.08,0
79,C1769359992,3,F,M209847108,es_wellnessandbeauty,85.5,0
89,C555482626,3,F,M1946091778,es_wellnessandbeauty,8.81,0
47,C1598564853,2,M,M1823072687,es_transportation,36.65,0
104,C1883823119,4,M,M1823072687,es_transportation,19.93,0
61,C985780492,2,F,M348934600,es_transportation,18.34,0
145,C445432762,4,F,M855959430,es_hyper,16.13,0
78,C1486017704,3,F,M348934600,es_transportation,33.05,0
168,C662931726,2,F,M1535107174,es_wellnessandbeauty,51.71,0
116,C826715503,5,M,M1823072687,es_transportation,10.09,0
135,C1256072323,2,M,M1823072687,es_transportation,19.97,0
168,C1648543319,3,F,M1823072687,es_transportation,37.91,0
23,C1200798307,4,F,M348934600,es_transportation,38.48,0
115,C1159279360,2,F,M855959430,es_hyper,37.72,0
73,C26438018,4,M,M1823072687,es_transportation,50.43,0
62,C746604092,3,F,M1823072687,es_transportation,42.13,0
136,C1200336063,2,M,M1823072687,es_transportation,24.46,0
139,C1584479959,2,M,M1823072687,es_transportation,33.44,0
33,C712367267,5,F,M1823072687,es_transportation,44.43,0
103,C429242189,1,F,M348934600,es_transportation,22.41,0
56,C11668910,2,F,M348934600,es_transportation,1.06,0
124,C1557689947,1,F,M1823072687,es_transportation,18.31,0
89,C881073190,2,F,M1823072687,es_transportation,45.35,0
177,C1083375349,3,F,M349281107,es_fashion,4.21,0
170,C732095806,3,M,M1823072687,es_transportation,14.84,0
164,C364273844,3,F,M1823072687,es_transportation,26.18,0
154,C1629765833,2,F,M1823072687,es_transportation,39.41,0
54,C1703648667,2,F,M348934600,es_transportation,54.99,0
61,C987677028,3,M,M348934600,es_transportation,4.03,0
124,C1840158336,2,F,M1823072687,es_transportation,13.64,0
70,C285545076,2,F,M1823072687,es_transportation,35.79,0
96,C303533554,2,M,M348934600,es_transportation,19.31,0
112,C1189367947,2,M,M348934600,es_transportation,34.39,0
3,C2091583256,2,F,M1823072687,es_transportation,60.24,0
133,C1166355595,4,F,M1823072687,es_transportation,6.09,0
129,C423891632,5,M,M1823072687,es_transportation,12.16,0
50,C1514973352,2,F,M1823072687,es_transportation,54.98,0
146,C1892148523,2,F,M1823072687,es_transportation,62.27,0
108,C694265356,3,F,M1823072687,es_transportation,8.28,0
61,C1258211852,1,M,M348934600,es_transportation,5.51,0
6,C914488986,4,M,M348934600,es_transportation,33.4,0
150,C903741897,2,F,M480139044,es_health,104.44,0
163,C971766834,2,F,M1823072687,es_transportation,8.76,0
12,C2018553540,4,F,M348934600,es_transportation,17.14,0
131,C186769596,2,F,M1823072687,es_transportation,18.01,0
83,C1216919532,4,M,M348934600,es_transportation,38.84,0
121,C337165520,2,F,M1823072687,es_transportation,35.1,0
86,C653252303,1,F,M1823072687,es_transportation,40.04,0
168,C1232523772,1,M,M1823072687,es_transportation,33.01,0
178,C793132240,4,F,M1823072687,es_transportation,9.12,0
21,C895429374,2,F,M348934600,es_transportation,5.15,0
162,C927766810,3,F,M1823072687,es_transportation,40.02,0
100,C1002658784,3,M,M348934600,es_transportation,16.12,0
87,C170769685,4,M,M1823072687,es_transportation,16.68,0
7,C1435043122,5,M,M348934600,es_transportation,28.9,0
64,C2007043031,5,F,M348934600,es_transportation,17.81,0
170,C196806031,3,F,M1823072687,es_transportation,47.2,0
147,C1233802034,3,F,M1823072687,es_transportation,53.04,0
136,C318717540,4,M,M1823072687,es_transportation,46.1,0
148,C1010589026,4,F,M348934600,es_transportation,4.2,0
156,C1213984358,2,F,M1823072687,es_transportation,20.66,0
69,C1201696181,4,F,M348934600,es_transportation,19.23,0
177,C1991822900,3,F,M1823072687,es_transportation,6.53,0
112,C1872660217,4,F,M348934600,es_transportation,11.42,0
42,C718801730,2,M,M348934600,es_transportation,19.79,0
10,C356750222,2,M,M348934600,es_transportation,9.95,0
12,C724380392,2,F,M348934600,es_transportation,64.5,0
104,C1719535099,3,F,M85975013,es_food,25.25,0
40,C941334726,3,F,M1053599405,es_health,5.83,0
157,C1497895052,2,M,M1823072687,es_transportation,14.86,0
136,C1004300450,4,M,M1823072687,es_transportation,2.23,0
93,C1385115265,2,F,M1823072687,es_transportation,22.18,0
112,C2026269026,3,M,M1823072687,es_transportation,2.74,0
23,C1718591511,5,M,M1823072687,es_transportation,24.69,0
4,C1861439904,1,M,M348934600,es_transportation,40.06,0
47,C2005372528,6,M,M1823072687,es_transportation,6.71,0
90,C1014124305,1,M,M348934600,es_transportation,5.42,0
95,C313266037,2,M,M1823072687,es_transportation,1.79,0
109,C1872803698,3,F,M1823072687,es_transportation,37.0,0
104,C1658450442,4,F,M1823072687,es_transportation,15.54,0
136,C1980302296,1,F,M1823072687,es_transportation,34.58,0
145,C362654279,2,F,M1823072687,es_transportation,20.01,0
120,C638223659,4,M,M1823072687,es_transportation,14.97,0
61,C386332652,2,M,M348934600,es_transportation,10.07,0
172,C255691679,2,F,M1823072687,es_transportation,25.61,0
138,C432013067,1,M,M1823072687,es_transportation,44.69,0
133,C1296664552,3,M,M85975013,es_food,28.24,0
106,C1850870588,2,M,M348934600,es_transportation,29.72,0
148,C393216567,5,F,M1823072687,es_transportation,6.84,0
114,C2117244434,3,F,M1823072687,es_transportation,42.21,0
151,C54876469,4,M,M1823072687,es_transportation,41.89,0
77,C1214826221,6,M,M1823072687,es_transportation,46.92,0
90,C1700159150,4,F,M1823072687,es_transportation,38.21,0
77,C1278181986,2,F,M855959430,es_hyper,42.73,0
23,C474891377,4,M,M348934600,es_transportation,37.41,0
124,C530747890,4,F,M348934600,es_transportation,27.88,0
19,C1959541246,3,F,M1823072687,es_transportation,15.1,0
156,C149698808,2,F,M85975013,es_food,42.61,0
99,C1857263556,1,F,M348934600,es_transportation,29.36,0
109,C599638364,4,F,M348934600,es_transportation,12.8,0
52,C1732307957,5,F,M1823072687,es_transportation,6.0,0
137,C1317710133,3,M,M1823072687,es_transportation,15.32,0
154,C1980965530,4,M,M85975013,es_food,58.87,0
167,C1102464953,4,F,M348934600,es_transportation,22.06,0
158,C669906110,3,F,M1823072687,es_transportation,6.05,0
132,C771874671,5,M,M348934600,es_transportation,49.54,0
101,C914250073,2,M,M348934600,es_transportation,6.37,0
160,C495473039,4,F,M348934600,es_transportation,11.16,0
124,C764316727,5,F,M855959430,es_hyper,36.97,0
117,C808326652,U,E,M1913465890,es_health,117.14,0
55,C1158738757,3,M,M677738360,es_contents,6.11,0
166,C1023694383,6,F,M1823072687,es_transportation,57.9,0
160,C370861553,2,M,M1823072687,es_transportation,51.73,0
175,C728432657,2,F,M1823072687,es_transportation,40.41,0
100,C1464030920,1,F,M348934600,es_transportation,4.09,0
88,C1082594377,2,F,M1053599405,es_health,209.8,0
39,C1022530210,4,M,M348934600,es_transportation,29.23,0
179,C1539370210,3,M,M348934600,es_transportation,36.99,0
153,C718962269,3,F,M85975013,es_food,26.95,0
93,C886658445,4,F,M1823072687,es_transportation,36.74,0
23,C30336615,2,M,M151143676,es_barsandrestaurants,46.83,0
97,C1063753312,3,F,M1823072687,es_transportation,47.89,0
80,C1809945143,3,F,M348934600,es_transportation,3.83,0
95,C1881495517,1,M,M1823072687,es_transportation,28.13,0
168,C1082594377,2,F,M348934600,es_transportation,12.57,0
127,C512338137,3,M,M1823072687,es_transportation,37.31,0
30,C770308839,1,M,M1535107174,es_wellnessandbeauty,51.46,0
95,C878904462,2,F,M1823072687,es_transportation,36.14,0
15,C722399783,4,M,M1823072687,es_transportation,39.51,0
169,C1004300450,4,M,M1416436880,es_tech,15.66,0
83,C1148771999,4,M,M348934600,es_transportation,5.48,0
174,C1620825260,3,F,M1823072687,es_transportation,18.19,0
157,C24198147,5,M,M1823072687,es_transportation,29.81,0
120,C877773949,3,M,M348934600,es_transportation,38.51,0
16,C1100510913,2,M,M1823072687,es_transportation,56.64,0
37,C1175850429,4,M,M50039827,es_health,191.21,0
42,C1916796804,4,F,M348934600,es_transportation,14.45,0
139,C728039227,6,M,M1823072687,es_transportation,45.01,0
69,C2021849962,4,F,M1823072687,es_transportation,12.01,0
132,C344259725,3,M,M348934600,es_transportation,41.34,0
